ZIP,TRACT,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
90002,6037540300,LOS ANGELES,CA,0.0,0.0036429872495446266,0.0,0.00013765572303668525
90002,6037242000,LOS ANGELES,CA,0.09258289050220792,0.08378870673952642,0.03231017770597738,0.08968270355840044
90002,6037535200,LOS ANGELES,CA,0.09924406855774269,0.04553734061930783,0.05815831987075929,0.09546424392594122
90002,6037535300,LOS ANGELES,CA,0.04655340169149016,0.052823315118397086,0.01938610662358643,0.045632872186661164
90002,6037242700,LOS ANGELES,CA,0.024549060699049472,0.0273224043715847,0.035541195476575124,0.02512216945419506
90002,6037243002,LOS ANGELES,CA,0.02889005313973505,0.018214936247723135,0.01615508885298869,0.027944111776447105
90002,6037242600,LOS ANGELES,CA,0.002694409101115186,0.0,0.0,0.0024778030146603344
90002,6037242201,LOS ANGELES,CA,0.0571813487014445,0.029143897996357013,0.04038772213247173,0.055406428522265815
90002,6037243001,LOS ANGELES,CA,0.03659905695681461,0.04553734061930783,0.03715670436187399,0.03696056163534999
90002,6037535400,LOS ANGELES,CA,0.055534765361874114,0.22404371584699453,0.030694668820678513,0.06084382958221488
90002,6037240700,LOS ANGELES,CA,0.12431704213756456,0.08743169398907104,0.10016155088852989,0.12189414274898479
90002,6037535102,LOS ANGELES,CA,0.05972606840805329,0.03278688524590164,0.012924071082390954,0.05671415789111432
90002,6037240020,LOS ANGELES,CA,0.055160541875608114,0.04735883424408015,0.050080775444264945,0.054649322045564046
90003,6037239802,LOS ANGELES,CA,0.02569324768917437,0.024300052826201797,0.04102167182662539,0.0264618966598012
90003,6037240700,LOS ANGELES,CA,0.0062666457778474075,0.010565240359218173,0.015479876160990712,0.007163965254768514
90003,6037232702,LOS ANGELES,CA,0.0008877748185283827,0.002641310089804543,0.0046439628482972135,0.00125369391958449
90003,6037239602,LOS ANGELES,CA,0.04976761188573816,0.029582673005810883,0.058823529411764705,0.04858063938389899
90003,6037241120,LOS ANGELES,CA,0.01791216251501384,0.008980454305335447,0.01780185758513932,0.01714874182860213
90003,6037241110,LOS ANGELES,CA,0.0123244033630999,0.007395668251452721,0.0046439628482972135,0.011462344407629624
90003,6037239701,LOS ANGELES,CA,0.05692203248211395,0.03433703116745906,0.0565015479876161,0.05498343333034835
90003,6037241201,LOS ANGELES,CA,0.011123296255679148,0.004226096143687269,0.01238390092879257,0.010611623533625861
90003,6037239501,LOS ANGELES,CA,0.01853882709279858,0.01901743264659271,0.015479876160990712,0.018402435748186622
90003,6037240402,LOS ANGELES,CA,0.012481069507546086,0.017432646592709985,0.008513931888544891,0.01267126354437181
90003,6037240301,LOS ANGELES,CA,0.015562170348321061,0.017432646592709985,0.023993808049535603,0.016208471388913764
90003,6037239601,LOS ANGELES,CA,0.046686511044963186,0.06075013206550449,0.04489164086687306,0.04777469329273753
90003,6037239320,LOS ANGELES,CA,0.04386652044493185,0.02377179080824089,0.02089783281733746,0.040834601952180534
90003,6037240600,LOS ANGELES,CA,0.07076087524152697,0.03645007923930269,0.0673374613003096,0.06765469687472016
90003,6037240010,LOS ANGELES,CA,0.012428847459397357,0.04120443740095087,0.02786377708978328,0.01576072356049073
90003,6037239330,LOS ANGELES,CA,0.0612564624784584,0.060221870047543584,0.021671826625386997,0.05887883943762873
90003,6037238310,LOS ANGELES,CA,0.006736644211185963,0.01162176439513999,0.0030959752321981426,0.006940091340556998
90003,6037239801,LOS ANGELES,CA,0.018434382996501124,0.012678288431061807,0.02863777089783282,0.018536760096713532
90003,6037240500,LOS ANGELES,CA,0.08914303618987937,0.07554146856840993,0.10681114551083591,0.0890122682904988
90003,6037239310,LOS ANGELES,CA,0.056608700193221576,0.06075013206550449,0.048761609907120744,0.05650577594698666
90003,6037239202,LOS ANGELES,CA,0.061674238863648236,0.07448494453248812,0.047987616099071206,0.06196829945374765
90003,6037240902,LOS ANGELES,CA,5.2222048148728395e-05,0.0,0.0,4.477478284230322e-05
90003,6037240401,LOS ANGELES,CA,0.012585513603843542,0.014263074484944533,0.025541795665634675,0.013477209635533267
90003,6037237710,LOS ANGELES,CA,0.006893310355632148,0.011093502377179081,0.010835913312693499,0.007477388734664637
90003,6037239201,LOS ANGELES,CA,0.04731317562274792,0.08821975699947174,0.039473684210526314,0.050326855914748815
90003,6037237720,LOS ANGELES,CA,0.012637735651992272,0.004754358161648178,0.017027863777089782,0.012223515715948778
90003,6037237600,LOS ANGELES,CA,0.015092171914982506,0.01531959852086635,0.01393188854489164,0.01504432703501388
90003,6037240200,LOS ANGELES,CA,0.07828085017494386,0.09931325937665082,0.0936532507739938,0.08095280737888422
90003,6037239702,LOS ANGELES,CA,0.05723536477100632,0.061806656101426306,0.05417956656346749,0.057446046386675026
90003,6037239502,LOS ANGELES,CA,0.01201107107420753,0.006867406233491812,0.02321981424148607,0.012223515715948778
90003,6037240020,LOS ANGELES,CA,0.030184343829965012,0.01584786053882726,0.02089783281733746,0.02843198710486254
90003,6037240800,LOS ANGELES,CA,0.016345501070551986,0.010036978341257264,0.00696594427244582,0.015268200949225397
90003,6037238320,LOS ANGELES,CA,0.005326648911170296,0.016904384574749076,0.009287925696594427,0.00653711829497627
90003,6037237102,LOS ANGELES,CA,0.010966630111232962,0.022187004754358162,0.007739938080495356,0.011730993104683443
90004,6037211310,LOS ANGELES,CA,0.054757857427031716,0.0110658124635993,0.0654381346370816,0.05330210772833724
90004,6037192300,LOS ANGELES,CA,0.05927881659372852,0.1298776936517181,0.036479879654005266,0.06117096018735363
90004,6037211202,LOS ANGELES,CA,0.04188216572027922,0.0337798485730926,0.05904475366679203,0.0428727556596409
90004,6037211500,LOS ANGELES,CA,0.12864841404752433,0.1834595224228305,0.062053403535163594,0.1260577673692428
90004,6037195903,LOS ANGELES,CA,0.0018083836666787226,0.014560279557367502,0.000752162467092892,0.0024043715846994535
90004,6037211410,LOS ANGELES,CA,0.04640312488697602,0.061153174140943505,0.04362542309138774,0.046963309914129586
90004,6037192410,LOS ANGELES,CA,0.07768816232051792,0.015142690739662202,0.05566002256487401,0.07250585480093677
90004,6037191500,LOS ANGELES,CA,0.0012658685666751058,0.0,0.000752162467092892,0.0011553473848555816
90004,6037191902,LOS ANGELES,CA,0.004882635900032551,0.0,0.0,0.004215456674473068
90004,6037192520,LOS ANGELES,CA,0.06134037397374227,0.013977868375072802,0.08048138397893945,0.06039032006245121
90004,6037192510,LOS ANGELES,CA,0.04987522152699917,0.048340128130460104,0.06506205340353516,0.05105386416861827
90004,6037208610,LOS ANGELES,CA,0.004086947086693913,0.0017472335468841002,0.0022564874012786762,0.0038095238095238095
90004,6037192620,LOS ANGELES,CA,0.05298564143368657,0.04950495049504951,0.0571643474990598,0.05314597970335675
90004,6037192700,LOS ANGELES,CA,0.05103258707367355,0.046592894583576,0.06167732230161715,0.0516783762685402
90004,6037192420,LOS ANGELES,CA,0.0628594162537524,0.06930693069306931,0.09289206468597216,0.06569867291178767
90004,6037211201,LOS ANGELES,CA,0.03504647546023364,0.025043680838672103,0.06430989093644227,0.03693989071038251
90004,6037214100,LOS ANGELES,CA,0.008065391153387103,0.0017472335468841002,0.0,0.007056986729117877
90004,6037195802,LOS ANGELES,CA,0.0,0.0011648223645894002,0.0,6.24512099921936e-05
90004,6037211000,LOS ANGELES,CA,0.01877102246012514,0.06173558532323821,0.0022564874012786762,0.01970335675253708
90004,6037211420,LOS ANGELES,CA,0.046511627906976744,0.058823529411764705,0.04174501692365551,0.04677595628415301
90004,6037211121,LOS ANGELES,CA,0.04513725632030092,0.029120559114735003,0.035727717186912374,0.04349726775956284
90004,6037192610,LOS ANGELES,CA,0.057000253173713336,0.030285381479324403,0.08386611508085746,0.05779859484777518
90004,6037211122,LOS ANGELES,CA,0.04296719592028645,0.081537565521258,0.0285821737495299,0.04384074941451991
90004,6037211320,LOS ANGELES,CA,0.0477051611269847,0.0320326150262085,0.06017299736743136,0.04790007806401249
90005,6037212303,LOS ANGELES,CA,0.0991762310255461,0.07757296466973887,0.06056338028169014,0.0957665433621044
90005,6037216100,LOS ANGELES,CA,0.003841169937060348,0.0007680491551459293,0.0,0.0034525277435265103
90005,6037212502,LOS ANGELES,CA,0.08760644205849685,0.12672811059907835,0.08873239436619719,0.08976572133168927
90005,6037209401,LOS ANGELES,CA,0.0008330248056275454,0.019969278033794162,0.004929577464788733,0.002096177558569667
90005,6037212420,LOS ANGELES,CA,0.034987041836356904,0.041474654377880185,0.05563380281690141,0.03653925195232224
90005,6037212702,LOS ANGELES,CA,0.05502591632728619,0.01228878648233487,0.10211267605633803,0.055487053020961775
